Date,Start (ET),Visitor/Neutral,AwayPTS,Home/Neutral,HomePTS, , ,Attend.,Notes,HomeWin,AwayWin
2010-03-05,0 days 07:00:00.000000000,Milwaukee Bucks,102,Washington Wizards,74,Box Score,,"16,963",,0,1
2010-03-05,0 days 07:30:00.000000000,Golden State Warriors,122,Atlanta Hawks,127,Box Score,,"14,066",,1,0
2010-03-05,0 days 08:00:00.000000000,Orlando Magic,97,New Jersey Nets,87,Box Score,,"15,320",,0,1
2010-03-05,0 days 08:30:00.000000000,Sacramento Kings,100,Dallas Mavericks,108,Box Score,,"19,954",,1,0
2010-03-05,0 days 09:00:00.000000000,Indiana Pacers,114,Denver Nuggets,122,Box Score,,"19,155",,1,0
2010-03-05,0 days 09:30:00.000000000,New Orleans Hornets,91,San Antonio Spurs,102,Box Score,,"18,581",,1,0
2010-03-05,0 days 10:30:00.000000000,Oklahoma City Thunder,104,Los Angeles Clippers,87,Box Score,,"18,497",,0,1
2010-03-06,0 days 07:00:00.000000000,Golden State Warriors,90,Charlotte Bobcats,101,Box Score,,"19,392",,1,0
2010-03-06,0 days 07:30:00.000000000,Atlanta Hawks,94,Miami Heat,100,Box Score,,"19,600",,1,0
2010-03-06,0 days 07:30:00.000000000,New Jersey Nets,113,New York Knicks,93,Box Score,,"19,763",,0,1
2010-03-06,0 days 08:00:00.000000000,Dallas Mavericks,122,Chicago Bulls,116,Box Score,,"21,737",,0,1
2010-03-06,0 days 08:00:00.000000000,San Antonio Spurs,102,Memphis Grizzlies,92,Box Score,,"15,928",,0,1
2010-03-06,0 days 08:00:00.000000000,Houston Rockets,112,Minnesota Timberwolves,98,Box Score,,"15,587",,0,1
2010-03-06,0 days 08:30:00.000000000,Cleveland Cavaliers,85,Milwaukee Bucks,92,Box Score,,"18,717",,1,0
2010-03-06,0 days 09:00:00.000000000,Indiana Pacers,105,Phoenix Suns,113,Box Score,,"18,180",,1,0
2010-03-06,0 days 09:00:00.000000000,Los Angeles Clippers,85,Utah Jazz,107,Box Score,,"19,911",,1,0
2010-03-07,0 days 02:30:00.000000000,Los Angeles Lakers,94,Orlando Magic,96,Box Score,,"17,461",,1,0
2010-03-07,0 days 06:00:00.000000000,Houston Rockets,107,Detroit Pistons,110,Box Score,OT,"18,422",,1,0
2010-03-07,0 days 08:00:00.000000000,Washington Wizards,83,Boston Celtics,86,Box Score,,"18,624",,1,0
2010-03-07,0 days 09:00:00.000000000,Oklahoma City Thunder,108,Sacramento Kings,102,Box Score,,"12,081",,0,1
2010-03-07,0 days 10:30:00.000000000,Portland Trail Blazers,106,Denver Nuggets,118,Box Score,,"17,266",,1,0
2010-03-07,0 days 12:00:00.000000000,Philadelphia 76ers,114,Toronto Raptors,101,Box Score,,"18,736",,0,1
2010-03-08,0 days 07:00:00.000000000,San Antonio Spurs,95,Cleveland Cavaliers,97,Box Score,,"20,562",,1,0
2010-03-08,0 days 07:30:00.000000000,Atlanta Hawks,98,New York Knicks,99,Box Score,,"19,763",,1,0
2010-03-08,0 days 08:00:00.000000000,New Jersey Nets,101,Memphis Grizzlies,107,Box Score,,"10,317",,1,0
2010-03-08,0 days 08:00:00.000000000,Dallas Mavericks,125,Minnesota Timberwolves,112,Box Score,,"14,007",,0,1
2010-03-08,0 days 08:00:00.000000000,Golden State Warriors,131,New Orleans Hornets,135,Box Score,,"13,889",,1,0
2010-03-09,0 days 07:00:00.000000000,Miami Heat,78,Charlotte Bobcats,83,Box Score,,"18,646",,1,0
2010-03-09,0 days 07:00:00.000000000,Philadelphia 76ers,96,Indiana Pacers,107,Box Score,,"11,535",,1,0
2010-03-09,0 days 07:00:00.000000000,Los Angeles Clippers,87,Orlando Magic,113,Box Score,,"17,461",,1,0
2010-03-09,0 days 07:00:00.000000000,Houston Rockets,96,Washington Wizards,88,Box Score,,"10,422",,0,1
2010-03-09,0 days 08:00:00.000000000,Utah Jazz,132,Chicago Bulls,108,Box Score,,"18,451",,0,1
2010-03-09,0 days 08:00:00.000000000,Boston Celtics,84,Milwaukee Bucks,86,Box Score,,"14,316",,1,0
2010-03-09,0 days 10:00:00.000000000,Sacramento Kings,81,Portland Trail Blazers,88,Box Score,,"20,587",,1,0
2010-03-09,0 days 10:30:00.000000000,Toronto Raptors,107,Los Angeles Lakers,109,Box Score,,"18,997",,1,0
2010-03-10,0 days 07:00:00.000000000,Charlotte Bobcats,102,Philadelphia 76ers,87,Box Score,,"11,358",,0,1
2010-03-10,0 days 07:30:00.000000000,Memphis Grizzlies,111,Boston Celtics,91,Box Score,,"18,624",,0,1
2010-03-10,0 days 07:30:00.000000000,Utah Jazz,115,Detroit Pistons,104,Box Score,,"16,908",,0,1
2010-03-10,0 days 07:30:00.000000000,Los Angeles Clippers,97,Miami Heat,108,Box Score,,"14,785",,1,0
2010-03-10,0 days 08:00:00.000000000,Denver Nuggets,110,Minnesota Timberwolves,102,Box Score,,"14,256",,0,1
2010-03-10,0 days 08:00:00.000000000,New Orleans Hornets,83,Oklahoma City Thunder,98,Box Score,,"18,203",,1,0
2010-03-10,0 days 08:30:00.000000000,New Jersey Nets,87,Dallas Mavericks,96,Box Score,,"19,770",,1,0
2010-03-10,0 days 08:30:00.000000000,New York Knicks,87,San Antonio Spurs,97,Box Score,,"18,278",,1,0
2010-03-10,0 days 10:00:00.000000000,Toronto Raptors,90,Sacramento Kings,113,Box Score,,"13,412",,1,0
2010-03-11,0 days 07:00:00.000000000,Atlanta Hawks,105,Washington Wizards,99,Box Score,,"13,625",,0,1
2010-03-11,0 days 08:00:00.000000000,Chicago Bulls,82,Orlando Magic,111,Box Score,,"17,461",,1,0
2010-03-11,0 days 10:30:00.000000000,Portland Trail Blazers,110,Golden State Warriors,105,Box Score,,"17,308",,0,1
2010-03-12,0 days 07:00:00.000000000,Los Angeles Clippers,98,Charlotte Bobcats,106,Box Score,,"15,835",,1,0
2010-03-12,0 days 07:00:00.000000000,Cleveland Cavaliers,100,Philadelphia 76ers,95,Box Score,,"20,433",,0,1
2010-03-12,0 days 07:30:00.000000000,Indiana Pacers,103,Boston Celtics,122,Box Score,,"18,624",,1,0
2010-03-12,0 days 07:30:00.000000000,Chicago Bulls,95,Miami Heat,108,Box Score,,"19,600",,1,0
2010-03-12,0 days 08:00:00.000000000,Washington Wizards,87,Detroit Pistons,101,Box Score,,"20,273",,1,0
2010-03-12,0 days 08:00:00.000000000,New York Knicks,112,Memphis Grizzlies,119,Box Score,,"12,236",,1,0
2010-03-12,0 days 08:00:00.000000000,San Antonio Spurs,103,Minnesota Timberwolves,85,Box Score,,"17,009",,0,1
2010-03-12,0 days 08:00:00.000000000,Denver Nuggets,102,New Orleans Hornets,95,Box Score,,"17,220",,0,1
2010-03-12,0 days 08:00:00.000000000,New Jersey Nets,102,Oklahoma City Thunder,104,Box Score,,"18,203",,1,0
2010-03-12,0 days 08:30:00.000000000,Utah Jazz,87,Milwaukee Bucks,95,Box Score,,"14,917",,1,0
2010-03-12,0 days 09:00:00.000000000,Los Angeles Lakers,102,Phoenix Suns,96,Box Score,,"18,422",,0,1
2010-03-12,0 days 10:00:00.000000000,Portland Trail Blazers,110,Sacramento Kings,94,Box Score,,"12,110",,0,1
2010-03-13,0 days 07:00:00.000000000,Detroit Pistons,99,Atlanta Hawks,112,Box Score,,"18,214",,1,0
2010-03-13,0 days 07:00:00.000000000,Orlando Magic,109,Washington Wizards,95,Box Score,,"20,173",,0,1
2010-03-13,0 days 08:00:00.000000000,Denver Nuggets,125,Memphis Grizzlies,108,Box Score,,"17,023",,0,1
2010-03-13,0 days 08:30:00.000000000,New York Knicks,128,Dallas Mavericks,94,Box Score,,"20,224",,0,1
2010-03-13,0 days 08:30:00.000000000,New Jersey Nets,108,Houston Rockets,116,Box Score,,"16,998",,1,0
2010-03-13,0 days 08:30:00.000000000,Los Angeles Clippers,88,San Antonio Spurs,118,Box Score,,"18,581",,1,0
2010-03-13,0 days 10:30:00.000000000,Toronto Raptors,112,Golden State Warriors,124,Box Score,,"17,655",,1,0
2010-03-14,0 days 01:00:00.000000000,Indiana Pacers,94,Milwaukee Bucks,98,Box Score,,"15,107",,1,0
2010-03-14,0 days 03:30:00.000000000,Boston Celtics,93,Cleveland Cavaliers,104,Box Score,,"20,562",,1,0
2010-03-14,0 days 06:00:00.000000000,Philadelphia 76ers,91,Miami Heat,104,Box Score,,"18,129",,1,0
2010-03-14,0 days 06:00:00.000000000,Charlotte Bobcats,96,Orlando Magic,89,Box Score,,"17,461",,0,1
2010-03-14,0 days 07:00:00.000000000,Utah Jazz,111,Oklahoma City Thunder,119,Box Score,,"18,203",,1,0
2010-03-14,0 days 08:00:00.000000000,New Orleans Hornets,106,Phoenix Suns,120,Box Score,,"18,218",,1,0
2010-03-14,0 days 09:00:00.000000000,Toronto Raptors,98,Portland Trail Blazers,109,Box Score,,"20,639",,1,0
2010-03-14,0 days 09:00:00.000000000,Minnesota Timberwolves,100,Sacramento Kings,114,Box Score,,"10,736",,1,0
2010-03-15,0 days 07:00:00.000000000,New York Knicks,94,Philadelphia 76ers,84,Box Score,,"13,563",,0,1
2010-03-15,0 days 08:00:00.000000000,Detroit Pistons,93,Boston Celtics,119,Box Score,,"18,624",,1,0
2010-03-15,0 days 08:30:00.000000000,Denver Nuggets,123,Houston Rockets,125,Box Score,,"16,369",,1,0
2010-03-15,0 days 09:00:00.000000000,Washington Wizards,89,Utah Jazz,112,Box Score,,"19,611",,1,0
2010-03-15,0 days 10:30:00.000000000,Los Angeles Lakers,124,Golden State Warriors,121,Box Score,,"20,038",,0,1
2010-03-15,0 days 10:30:00.000000000,New Orleans Hornets,108,Los Angeles Clippers,100,Box Score,,"15,617",,0,1
2010-03-16,0 days 07:00:00.000000000,Charlotte Bobcats,94,Indiana Pacers,99,Box Score,,"10,850",,1,0
2010-03-16,0 days 07:30:00.000000000,Cleveland Cavaliers,113,Detroit Pistons,101,Box Score,,"22,076",,0,1
2010-03-16,0 days 07:30:00.000000000,San Antonio Spurs,88,Miami Heat,76,Box Score,,"18,925",,0,1
2010-03-16,0 days 07:30:00.000000000,Atlanta Hawks,108,New Jersey Nets,84,Box Score,,"11,128",,0,1
2010-03-16,0 days 08:00:00.000000000,Chicago Bulls,97,Memphis Grizzlies,104,Box Score,,"15,413",,1,0
2010-03-16,0 days 09:00:00.000000000,Washington Wizards,87,Denver Nuggets,97,Box Score,,"17,447",,1,0
2010-03-16,0 days 10:00:00.000000000,Minnesota Timberwolves,114,Phoenix Suns,152,Box Score,,"18,197",,1,0
2010-03-16,0 days 10:00:00.000000000,Los Angeles Lakers,106,Sacramento Kings,99,Box Score,,"17,361",,0,1
2010-03-17,0 days 07:00:00.000000000,Oklahoma City Thunder,92,Charlotte Bobcats,100,Box Score,,"16,179",,1,0
2010-03-17,0 days 07:00:00.000000000,Indiana Pacers,94,Cleveland Cavaliers,99,Box Score,,"20,562",,1,0
2010-03-17,0 days 07:00:00.000000000,New Jersey Nets,97,Philadelphia 76ers,108,Box Score,,"11,618",,1,0
2010-03-17,0 days 07:00:00.000000000,Atlanta Hawks,105,Toronto Raptors,106,Box Score,,"18,441",,1,0
2010-03-17,0 days 07:30:00.000000000,New York Knicks,97,Boston Celtics,109,Box Score,,"18,624",,1,0
2010-03-17,0 days 08:00:00.000000000,San Antonio Spurs,84,Orlando Magic,110,Box Score,,"17,461",,1,0
2010-03-17,0 days 08:30:00.000000000,Chicago Bulls,106,Dallas Mavericks,113,Box Score,,"20,406",,1,0
2010-03-17,0 days 08:30:00.000000000,Memphis Grizzlies,94,Houston Rockets,107,Box Score,,"16,142",,1,0
2010-03-17,0 days 09:00:00.000000000,Minnesota Timberwolves,100,Utah Jazz,122,Box Score,,"19,851",,1,0
2010-03-17,0 days 10:30:00.000000000,New Orleans Hornets,121,Golden State Warriors,131,Box Score,,"17,155",,1,0
2010-03-17,0 days 10:30:00.000000000,Milwaukee Bucks,93,Los Angeles Clippers,101,Box Score,,"15,241",,1,0
2010-03-18,0 days 07:00:00.000000000,Orlando Magic,108,Miami Heat,102,Box Score,OT,"18,874",,0,1
2010-03-18,0 days 09:30:00.000000000,New Orleans Hornets,80,Denver Nuggets,93,Box Score,,"19,155",,1,0
2010-03-19,0 days 07:00:00.000000000,Detroit Pistons,102,Indiana Pacers,106,Box Score,,"13,583",,1,0
2010-03-19,0 days 07:00:00.000000000,Oklahoma City Thunder,115,Toronto Raptors,89,Box Score,,"19,351",,0,1
2010-03-19,0 days 07:30:00.000000000,Charlotte Bobcats,92,Atlanta Hawks,93,Box Score,OT,"17,697",,1,0
2010-03-19,0 days 07:30:00.000000000,Philadelphia 76ers,88,New York Knicks,92,Box Score,,"19,763",,1,0
2010-03-19,0 days 08:00:00.000000000,Cleveland Cavaliers,92,Chicago Bulls,85,Box Score,,"23,129",,0,1
2010-03-19,0 days 08:30:00.000000000,Boston Celtics,94,Houston Rockets,87,Box Score,,"18,198",,0,1
2010-03-19,0 days 08:30:00.000000000,Golden State Warriors,116,San Antonio Spurs,147,Box Score,,"18,581",,1,0
2010-03-19,0 days 10:00:00.000000000,Utah Jazz,100,Phoenix Suns,110,Box Score,,"18,422",,1,0
2010-03-19,0 days 10:00:00.000000000,Washington Wizards,74,Portland Trail Blazers,76,Box Score,,"20,592",,1,0
2010-03-19,0 days 10:00:00.000000000,Milwaukee Bucks,114,Sacramento Kings,108,Box Score,2OT,"12,098",,0,1
2010-03-19,0 days 10:30:00.000000000,Minnesota Timberwolves,96,Los Angeles Lakers,104,Box Score,,"18,997",,1,0
2010-03-20,0 days 07:00:00.000000000,Chicago Bulls,98,Philadelphia 76ers,84,Box Score,,"16,098",,0,1
2010-03-20,0 days 07:30:00.000000000,Charlotte Bobcats,71,Miami Heat,77,Box Score,,"18,766",,1,0
2010-03-20,0 days 07:30:00.000000000,Toronto Raptors,100,New Jersey Nets,90,Box Score,,"11,048",,0,1
2010-03-20,0 days 08:00:00.000000000,Golden State Warriors,107,Memphis Grizzlies,123,Box Score,,"14,897",,1,0
2010-03-20,0 days 09:00:00.000000000,Boston Celtics,102,Dallas Mavericks,93,Box Score,,"20,488",,0,1
2010-03-20,0 days 09:00:00.000000000,Milwaukee Bucks,102,Denver Nuggets,97,Box Score,,"19,390",,0,1
2010-03-20,0 days 09:00:00.000000000,New Orleans Hornets,86,Utah Jazz,106,Box Score,,"18,766",,1,0
2010-03-21,0 days 01:00:00.000000000,Houston Rockets,116,New York Knicks,112,Box Score,,"17,242",,0,1
2010-03-21,0 days 02:30:00.000000000,Oklahoma City Thunder,101,Indiana Pacers,121,Box Score,,"14,701",,1,0
2010-03-21,0 days 03:30:00.000000000,Sacramento Kings,102,Los Angeles Clippers,89,Box Score,,"17,233",,0,1
2010-03-21,0 days 06:00:00.000000000,Detroit Pistons,79,Cleveland Cavaliers,104,Box Score,,"20,562",,1,0
2010-03-21,0 days 08:00:00.000000000,San Antonio Spurs,114,Atlanta Hawks,119,Box Score,OT,"18,729",,1,0
2010-03-21,0 days 09:30:00.000000000,Washington Wizards,92,Los Angeles Lakers,99,Box Score,,"18,997",,1,0
2010-03-21,0 days 10:30:00.000000000,Portland Trail Blazers,87,Phoenix Suns,93,Box Score,,"18,422",,1,0
2010-03-22,0 days 07:00:00.000000000,Orlando Magic,109,Philadelphia 76ers,93,Box Score,,"13,995",,0,1
2010-03-22,0 days 07:30:00.000000000,Miami Heat,99,New Jersey Nets,89,Box Score,,"11,934",,0,1
2010-03-22,0 days 08:00:00.000000000,Houston Rockets,88,Chicago Bulls,98,Box Score,,"19,834",,1,0
2010-03-22,0 days 08:00:00.000000000,Atlanta Hawks,95,Milwaukee Bucks,98,Box Score,,"14,186",,1,0
2010-03-22,0 days 08:00:00.000000000,Toronto Raptors,106,Minnesota Timberwolves,100,Box Score,,"14,554",,0,1
2010-03-22,0 days 08:00:00.000000000,Dallas Mavericks,99,New Orleans Hornets,115,Box Score,,"14,047",,1,0
2010-03-22,0 days 08:00:00.000000000,San Antonio Spurs,99,Oklahoma City Thunder,96,Box Score,,"18,203",,0,1
2010-03-22,0 days 09:00:00.000000000,Boston Celtics,97,Utah Jazz,110,Box Score,,"19,911",,1,0
2010-03-22,0 days 10:00:00.000000000,Memphis Grizzlies,102,Sacramento Kings,85,Box Score,,"11,497",,0,1
2010-03-22,0 days 10:30:00.000000000,Phoenix Suns,133,Golden State Warriors,131,Box Score,,"18,722",,0,1
2010-03-23,0 days 07:00:00.000000000,Charlotte Bobcats,95,Washington Wizards,86,Box Score,OT,"12,742",,0,1
2010-03-23,0 days 07:30:00.000000000,Indiana Pacers,98,Detroit Pistons,83,Box Score,,"17,109",,0,1
2010-03-23,0 days 07:30:00.000000000,Denver Nuggets,104,New York Knicks,109,Box Score,,"19,763",,1,0
2010-03-23,0 days 08:30:00.000000000,Los Angeles Clippers,96,Dallas Mavericks,106,Box Score,,"19,705",,1,0
2010-03-24,0 days 07:00:00.000000000,Orlando Magic,84,Atlanta Hawks,86,Box Score,,"16,887",,1,0
2010-03-24,0 days 07:00:00.000000000,Denver Nuggets,99,Boston Celtics,113,Box Score,,"18,624",,1,0
2010-03-24,0 days 07:00:00.000000000,Minnesota Timberwolves,95,Charlotte Bobcats,108,Box Score,,"14,457",,1,0
2010-03-24,0 days 07:00:00.000000000,Washington Wizards,82,Indiana Pacers,99,Box Score,,"12,504",,1,0
2010-03-24,0 days 07:00:00.000000000,Utah Jazz,113,Toronto Raptors,87,Box Score,,"16,178",,0,1
2010-03-24,0 days 07:30:00.000000000,Sacramento Kings,79,New Jersey Nets,93,Box Score,,"10,068",,1,0
2010-03-24,0 days 08:00:00.000000000,Philadelphia 76ers,101,Milwaukee Bucks,86,Box Score,,"12,675",,0,1
2010-03-24,0 days 08:00:00.000000000,Cleveland Cavaliers,105,New Orleans Hornets,92,Box Score,,"18,008",,0,1
2010-03-24,0 days 08:00:00.000000000,Houston Rockets,104,Oklahoma City Thunder,122,Box Score,,"18,203",,1,0
2010-03-24,0 days 09:30:00.000000000,Los Angeles Lakers,92,San Antonio Spurs,83,Box Score,,"18,581",,0,1
2010-03-24,0 days 10:30:00.000000000,Memphis Grizzlies,110,Golden State Warriors,128,Box Score,,"17,123",,1,0
2010-03-25,0 days 08:00:00.000000000,Miami Heat,103,Chicago Bulls,74,Box Score,,"21,592",,0,1
2010-03-25,0 days 08:30:00.000000000,Los Angeles Clippers,99,Houston Rockets,93,Box Score,,"15,201",,0,1
2010-03-25,0 days 10:30:00.000000000,Dallas Mavericks,89,Portland Trail Blazers,101,Box Score,,"20,611",,1,0
2010-03-26,0 days 07:00:00.000000000,Washington Wizards,96,Charlotte Bobcats,107,Box Score,,"16,365",,1,0
2010-03-26,0 days 07:00:00.000000000,Utah Jazz,106,Indiana Pacers,122,Box Score,,"15,463",,1,0
2010-03-26,0 days 07:00:00.000000000,Minnesota Timberwolves,97,Orlando Magic,106,Box Score,,"17,461",,1,0
2010-03-26,0 days 07:00:00.000000000,Atlanta Hawks,98,Philadelphia 76ers,105,Box Score,,"13,293",,1,0
2010-03-26,0 days 07:00:00.000000000,Denver Nuggets,97,Toronto Raptors,96,Box Score,,"19,800",,0,1
2010-03-26,0 days 07:30:00.000000000,Sacramento Kings,86,Boston Celtics,94,Box Score,,"18,624",,1,0
2010-03-26,0 days 08:00:00.000000000,Detroit Pistons,110,New Jersey Nets,118,Box Score,,"13,469",,1,0
2010-03-26,0 days 08:00:00.000000000,Los Angeles Lakers,75,Oklahoma City Thunder,91,Box Score,,"18,203",,1,0
2010-03-26,0 days 08:30:00.000000000,Miami Heat,87,Milwaukee Bucks,74,Box Score,,"17,841",,0,1
2010-03-26,0 days 08:30:00.000000000,Cleveland Cavaliers,97,San Antonio Spurs,102,Box Score,,"18,581",,1,0
2010-03-26,0 days 10:00:00.000000000,New York Knicks,96,Phoenix Suns,132,Box Score,,"18,422",,1,0
2010-03-27,0 days 07:00:00.000000000,Utah Jazz,103,Washington Wizards,87,Box Score,,"15,312",,0,1
2010-03-27,0 days 08:00:00.000000000,New Jersey Nets,83,Chicago Bulls,106,Box Score,,"20,592",,1,0
2010-03-27,0 days 08:00:00.000000000,Portland Trail Blazers,112,New Orleans Hornets,101,Box Score,,"16,475",,0,1
2010-03-27,0 days 08:30:00.000000000,Los Angeles Lakers,109,Houston Rockets,101,Box Score,,"18,583",,0,1
2010-03-27,0 days 10:30:00.000000000,Dallas Mavericks,111,Golden State Warriors,90,Box Score,,"19,104",,0,1
2010-03-28,0 days 03:00:00.000000000,Sacramento Kings,90,Cleveland Cavaliers,97,Box Score,,"20,562",,1,0
2010-03-28,0 days 03:00:00.000000000,Memphis Grizzlies,103,Milwaukee Bucks,108,Box Score,OT,"17,008",,1,0
2010-03-28,0 days 03:30:00.000000000,Indiana Pacers,84,Atlanta Hawks,94,Box Score,,"16,646",,1,0
2010-03-28,0 days 06:00:00.000000000,Chicago Bulls,110,Detroit Pistons,103,Box Score,,"22,076",,0,1
2010-03-28,0 days 06:00:00.000000000,Toronto Raptors,94,Miami Heat,97,Box Score,,"19,600",,1,0
2010-03-28,0 days 06:00:00.000000000,Denver Nuggets,97,Orlando Magic,103,Box Score,,"17,461",,1,0
2010-03-28,0 days 07:00:00.000000000,Phoenix Suns,111,Minnesota Timberwolves,105,Box Score,,"16,668",,0,1
2010-03-28,0 days 07:00:00.000000000,Portland Trail Blazers,92,Oklahoma City Thunder,87,Box Score,,"18,203",,0,1
2010-03-28,0 days 08:00:00.000000000,San Antonio Spurs,94,Boston Celtics,73,Box Score,,"18,624",,0,1
2010-03-28,0 days 09:30:00.000000000,Golden State Warriors,121,Los Angeles Clippers,103,Box Score,,"17,868",,0,1
2010-03-29,0 days 07:00:00.000000000,Toronto Raptors,103,Charlotte Bobcats,101,Box Score,,"14,534",,0,1
2010-03-29,0 days 07:30:00.000000000,San Antonio Spurs,84,New Jersey Nets,90,Box Score,,"13,053",,1,0
2010-03-29,0 days 08:00:00.000000000,Los Angeles Lakers,100,New Orleans Hornets,108,Box Score,,"18,206",,1,0
2010-03-29,0 days 08:30:00.000000000,Denver Nuggets,93,Dallas Mavericks,109,Box Score,,"20,085",,1,0
2010-03-29,0 days 09:00:00.000000000,New York Knicks,98,Utah Jazz,103,Box Score,,"19,911",,1,0
2010-03-30,0 days 07:00:00.000000000,Sacramento Kings,95,Indiana Pacers,102,Box Score,,"13,339",,1,0
2010-03-30,0 days 07:00:00.000000000,Oklahoma City Thunder,111,Philadelphia 76ers,93,Box Score,,"14,809",,0,1
2010-03-30,0 days 08:00:00.000000000,Phoenix Suns,111,Chicago Bulls,105,Box Score,,"21,169",,0,1
2010-03-30,0 days 08:00:00.000000000,Los Angeles Clippers,89,Milwaukee Bucks,107,Box Score,,"14,321",,1,0
2010-03-30,0 days 08:30:00.000000000,Washington Wizards,94,Houston Rockets,98,Box Score,,"14,395",,1,0
2010-03-31,0 days 07:00:00.000000000,Los Angeles Lakers,92,Atlanta Hawks,109,Box Score,,"20,190",,1,0
2010-03-31,0 days 07:00:00.000000000,Philadelphia 76ers,84,Charlotte Bobcats,103,Box Score,,"14,139",,1,0
2010-03-31,0 days 07:00:00.000000000,Milwaukee Bucks,98,Cleveland Cavaliers,101,Box Score,,"20,562",,1,0
2010-03-31,0 days 07:00:00.000000000,Los Angeles Clippers,92,Toronto Raptors,114,Box Score,,"16,106",,1,0
2010-03-31,0 days 07:30:00.000000000,Oklahoma City Thunder,109,Boston Celtics,104,Box Score,,"18,624",,0,1
2010-03-31,0 days 07:30:00.000000000,Miami Heat,98,Detroit Pistons,81,Box Score,,"22,076",,0,1
2010-03-31,0 days 07:30:00.000000000,Phoenix Suns,116,New Jersey Nets,105,Box Score,,"14,734",,0,1
2010-03-31,0 days 08:00:00.000000000,Dallas Mavericks,106,Memphis Grizzlies,102,Box Score,OT,"11,616",,0,1
2010-03-31,0 days 08:00:00.000000000,Sacramento Kings,99,Minnesota Timberwolves,108,Box Score,,"15,582",,1,0
2010-03-31,0 days 08:00:00.000000000,Washington Wizards,96,New Orleans Hornets,91,Box Score,,"14,634",,0,1
2010-03-31,0 days 08:30:00.000000000,Houston Rockets,102,San Antonio Spurs,119,Box Score,,"18,581",,1,0
2010-03-31,0 days 10:00:00.000000000,New York Knicks,90,Portland Trail Blazers,118,Box Score,,"20,636",,1,0
2010-03-31,0 days 10:00:00.000000000,Golden State Warriors,104,Utah Jazz,128,Box Score,,"19,617",,1,0
2010-04-01,0 days 08:00:00.000000000,Orlando Magic,97,Dallas Mavericks,82,Box Score,,"19,965",,0,1
2010-04-01,0 days 10:30:00.000000000,Portland Trail Blazers,92,Denver Nuggets,109,Box Score,,"19,155",,1,0
2010-04-02,0 days 07:00:00.000000000,Milwaukee Bucks,86,Charlotte Bobcats,87,Box Score,OT,"18,118",,1,0
2010-04-02,0 days 07:00:00.000000000,Miami Heat,105,Indiana Pacers,96,Box Score,OT,"16,787",,0,1
2010-04-02,0 days 07:00:00.000000000,Chicago Bulls,95,Washington Wizards,87,Box Score,,"18,002",,0,1
2010-04-02,0 days 07:30:00.000000000,Houston Rockets,119,Boston Celtics,114,Box Score,OT,"18,624",,0,1
2010-04-02,0 days 08:00:00.000000000,Atlanta Hawks,88,Cleveland Cavaliers,93,Box Score,,"20,562",,1,0
2010-04-02,0 days 08:00:00.000000000,Phoenix Suns,109,Detroit Pistons,94,Box Score,,"22,076",,0,1
2010-04-02,0 days 08:00:00.000000000,New Orleans Hornets,96,Memphis Grizzlies,107,Box Score,,"15,043",,1,0
2010-04-02,0 days 08:30:00.000000000,Orlando Magic,100,San Antonio Spurs,112,Box Score,,"18,581",,1,0
2010-04-02,0 days 10:30:00.000000000,New York Knicks,117,Golden State Warriors,128,Box Score,,"19,230",,1,0
2010-04-02,0 days 10:30:00.000000000,Utah Jazz,92,Los Angeles Lakers,106,Box Score,,"18,997",,1,0
2010-04-03,0 days 01:00:00.000000000,Toronto Raptors,128,Philadelphia 76ers,123,Box Score,OT,"13,430",,0,1
2010-04-03,0 days 07:00:00.000000000,Detroit Pistons,85,Atlanta Hawks,91,Box Score,,"18,729",,1,0
2010-04-03,0 days 07:30:00.000000000,New Orleans Hornets,87,New Jersey Nets,115,Box Score,,"14,698",,1,0
2010-04-03,0 days 08:00:00.000000000,Charlotte Bobcats,88,Chicago Bulls,96,Box Score,,"20,996",,1,0
2010-04-03,0 days 08:00:00.000000000,Miami Heat,97,Minnesota Timberwolves,84,Box Score,,"17,601",,0,1
2010-04-03,0 days 08:30:00.000000000,Oklahoma City Thunder,121,Dallas Mavericks,116,Box Score,,"20,329",,0,1
2010-04-03,0 days 08:30:00.000000000,Phoenix Suns,98,Milwaukee Bucks,107,Box Score,,"16,436",,1,0
2010-04-03,0 days 09:00:00.000000000,Los Angeles Clippers,90,Denver Nuggets,98,Box Score,,"19,155",,1,0
2010-04-03,0 days 10:00:00.000000000,Portland Trail Blazers,98,Sacramento Kings,87,Box Score,,"12,875",,0,1
2010-04-04,0 days 01:00:00.000000000,Cleveland Cavaliers,113,Boston Celtics,117,Box Score,,"18,624",,1,0
2010-04-04,0 days 03:30:00.000000000,San Antonio Spurs,100,Los Angeles Lakers,81,Box Score,,"18,997",,0,1
2010-04-04,0 days 06:00:00.000000000,Houston Rockets,102,Indiana Pacers,133,Box Score,,"14,201",,1,0
2010-04-04,0 days 06:00:00.000000000,Memphis Grizzlies,92,Orlando Magic,107,Box Score,,"17,461",,1,0
2010-04-04,0 days 06:00:00.000000000,Golden State Warriors,113,Toronto Raptors,112,Box Score,,"17,509",,0,1
2010-04-04,0 days 06:00:00.000000000,New Jersey Nets,99,Washington Wizards,109,Box Score,,"10,112",,1,0
2010-04-04,0 days 07:00:00.000000000,Minnesota Timberwolves,108,Oklahoma City Thunder,116,Box Score,,"18,203",,1,0
